VIN #,Service ID,Cost,Date,Service Done,Employee ID
WZERGSR9UVMQFMK42,1840,246.94,2025-06-02,Oil Change,42
43WDM3E8F2HFTR2EG,1841,151.79,2026-04-03,Tires,174
U1F3LTZBFX2CS7USI,1842,586.23,2025-09-24,Brakes,6
R18B6P0DZ4AEF9K04,1843,1917.68,2025-08-19,Brakes,147
2AUFN7ZUD7T61Z4DT,1844,400.97,2025-01-28,Brakes,81
HQNSLLDSWBXTNLBPR,1845,150.29,2025-11-29,Oil Change,171
R78VB9KAJN4RSL1II,1846,560.9,2025-01-14,Brakes,159
DC5OVL6BRZ4283I5T,1847,726.88,2025-04-21,Brakes,171
EC9VQSIX9RVD59Z3H,1848,268.82,2026-02-22,Oil Change,30
5VS77Q3WV1WOT6N40,1849,125.34,2025-09-04,Oil Change,45
R5ZPA4SE91VK4P197,1850,851.48,2025-06-09,Tires,84
TO61QSRQ0AZA56NS3,1851,132.11,2025-03-23,Oil Change,126
MISKT4JI3180WRZIS,1852,701.58,2025-12-14,Brakes,84
QAG42UU5VQ6PQRP3L,1853,890.27,2025-12-23,Brakes,111
PADOLFNT821M0498H,1854,641.28,2025-07-04,Oil Change,33
QNKTLEAJUJJX9RSRW,1855,302.51,2026-03-18,Oil Change,90
9L3LFAHZLC5M7HDEA,1856,218.75,2025-08-18,Oil Change,153
JKJN670EEUNUQPRWS,1857,154.13,2025-08-04,Oil Change,147
GM4TFLL2WWE85ZWZO,1858,153.36,2025-04-12,Oil Change,111
Z7PM88W1MUHDGXI4T,1859,531.45,2025-05-18,Brakes,18
H8T6W7XOH27DKY7ZR,1860,180.08,2025-04-02,Oil Change,120
AHPF7KOG240EWELYD,1861,1826.88,2025-08-01,Brakes,3
JGAQP6WTD3XG0ZQEQ,1862,94.12,2025-02-15,Oil Change,105
3W2QUQNS2H6CDIX9L,1863,158.33,2025-08-20,Oil Change,33
2NDRNDE59PX6SMFGV,1864,594.95,2026-03-08,Brakes,141
FD256XFU2TF02MG3C,1865,108.38,2025-10-29,Oil Change,111
FUJ5P60BFT948C9DP,1866,895.98,2025-01-25,Brakes,27
RXAOGDBE2SQBYWCU1,1867,467.85,2026-01-14,Brakes,93
01C3II1MELK5P3SOB,1868,143.2,2025-11-23,Oil Change,45
JRSU3CYXV8W8214QH,1869,108.23,2025-10-12,Oil Change,6
W0J9PSDODLSNYJ31L,1870,638.13,2025-01-23,Brakes,75
8LDTK2XIT3PTLOCX8,1871,1193.86,2025-12-20,Brakes,183
D29JPCDJ0Z6258QSZ,1872,373.72,2025-09-18,Oil Change,168
6UJCJJGC5450WFQ0E,1873,146.4,2025-10-15,Oil Change,138
C55KUH25XMDXBJQRE,1874,511.71,2025-04-17,Tires,114
2Z4JZ3AZGMIMNW0T2,1875,113.16,2025-07-19,Oil Change,123
F1BE3I54JFZI8AIE5,1876,113.01,2025-02-17,Oil Change,186
JN5H1GWEFBUP6B6H4,1877,581.73,2025-01-24,Oil Change,96
LXELJYCB0BYBUG9FK,1878,318.95,2025-04-24,Brakes,27
SMY4M73799LV1YQES,1879,377.37,2025-09-21,Oil Change,69
XJ0T2I97ULXGTRQSK,1880,2347.7,2025-08-31,Brakes,99
1J169AMFZYBNTF2DI,1881,139.05,2026-04-07,Oil Change,189
X2CD6HCCO1TMOJJVS,1882,687.71,2025-04-13,Tires,147
3XQNXS91VKX5W53PR,1883,395.53,2025-08-03,Brakes,102
MW89F31A9X3MTPHK8,1884,477.94,2025-09-08,Tires,12
X4ZGN4BZ5QVLMEFUN,1885,434.43,2025-08-15,Oil Change,177
MBP365W3GZEBFYC9N,1886,240.69,2025-12-28,Oil Change,57
OZ3OCTN9IRSG50MBY,1887,125.99,2025-05-20,Oil Change,21
H2DCSZVD4DCD6AL8D,1888,531.44,2025-09-22,Brakes,183
WKS2QJTEEWQGB2YLZ,1889,658.21,2025-06-23,Brakes,9
LQAHZDA9Q1UOITA2H,1890,96.6,2025-08-30,Oil Change,183
YKNIRPGV8CK4CTE4M,1891,444.78,2025-05-11,Brakes,171
J7IRQ32PFQM4WV1W6,1892,241.88,2025-09-20,Oil Change,105
DW203CL0X3MMUTA6X,1893,662.77,2025-12-09,Brakes,81
IXJDOR4ERANUWH9IO,1894,748.0,2025-05-27,Tires,75
ZQ5WXLF6QDVL47TM8,1895,753.25,2025-11-03,Tires,132
4XVMV6EIJL7S7WT7D,1896,113.5,2025-12-15,Oil Change,129
ECBI327XDU1N5AL32,1897,2387.58,2025-04-12,Brakes,156
Q3IPNQRDLT9L1ZWV6,1898,398.12,2026-04-10,Oil Change,66
NZTPHQ1C10EGHYIJS,1899,603.96,2025-06-05,Brakes,9
5USBM4MPKWB4SK10H,1900,122.98,2025-08-16,Oil Change,111
1P4ICK6G41RMDAZCF,1901,85.51,2025-07-24,Oil Change,141
0AC6NQY8SRD2XQIEC,1902,208.49,2025-08-06,Oil Change,63
4X4QOPPAIUKZV5MB6,1903,93.43,2025-01-31,Oil Change,186
6YMTXBJ4PJGTPYZBE,1904,129.08,2025-11-17,Oil Change,195
O99PT5RUUMIC17XBE,1905,344.39,2025-03-29,Brakes,129
0E9J2XHDXDCAUWL9Z,1906,476.82,2025-02-05,Brakes,36
FU4SIAG34VJ6PIOZ5,1907,151.48,2025-10-07,Tires,54
VQ1YAOJFJ34XVJJL5,1908,325.17,2025-02-26,Oil Change,6
FII4L69FDP9UTUVHE,1909,158.98,2025-09-08,Oil Change,15
I7PAZLR3I8FN375EJ,1910,276.89,2025-06-15,Oil Change,99
CK4CT27MZJH59MU3T,1911,486.68,2026-01-01,Tires,45
CHT0KCUI4VB1LVF6I,1912,250.37,2025-04-16,Oil Change,150
QB1ASGY3FUROINB4H,1913,105.7,2025-08-08,Oil Change,36
A27ZHW7LB2002YWHF,1914,77.32,2025-09-24,Oil Change,108
KFJYESDYOC8JHDDS8,1915,100.88,2025-05-03,Oil Change,24
UO7QAYSTF41HZ5JM9,1916,339.66,2025-11-08,Oil Change,186
UW6SW5NFZB3V1GP54,1917,127.58,2025-02-28,Oil Change,120
JRNGWENNMU0QF2VTO,1918,430.21,2025-11-15,Oil Change,120
4A02XJ5IF3B3XRCC4,1919,535.89,2025-01-17,Brakes,54
KDYBDGG3TKKP3Q1AP,1920,1414.56,2025-06-05,Brakes,21
ISCDDK56W7C42VTHD,1921,141.8,2025-07-10,Oil Change,99
4EZCHBTIQ172KTBUW,1922,105.6,2025-08-04,Oil Change,156
3XXTT8F2D6FX6SPUW,1923,128.37,2025-09-23,Oil Change,180
Z4LVYIAF3YOHSH1Z7,1924,480.85,2025-05-13,Brakes,174
LXELJYCB0BYBUG9FK,1925,583.83,2025-12-13,Tires,111
5J6RW1H56KA678901,1926,142.98,2025-08-19,Oil Change,165
NZIHOJXQB6X5VADYM,1927,453.09,2025-11-26,Oil Change,156
FAVZNI6T03FPKL1CO,1928,2101.2,2025-02-20,Brakes,24
XH1AAA6TSXGSN3736,1929,310.73,2025-07-25,Brakes,6
G6GO8GV7FHG6CERJ0,1930,465.44,2025-01-17,Oil Change,147
RHCG71UD6A4SZIUZ8,1931,1546.61,2025-10-20,Brakes,153
FII4L69FDP9UTUVHE,1932,566.64,2025-08-20,Tires,126
XF2M2TAT9N336JEBT,1933,603.03,2026-01-06,Brakes,30
H7MPZCO0UDVABL5Q3,1934,238.51,2025-10-24,Brakes,6
T7PY6RRWDNYDO1R2Z,1935,477.04,2025-01-26,Oil Change,174
DV5077E8HDCMPAFIE,1936,137.96,2025-05-02,Oil Change,90
HNME4CZSI97CQP968,1937,729.84,2026-03-26,Brakes,120
EUONQL6V3M2C47GOT,1938,1513.05,2025-09-23,Brakes,27
UO7QAYSTF41HZ5JM9,1939,202.68,2026-03-03,Tires,147
3XQNXS91VKX5W53PR,1940,677.24,2025-12-12,Oil Change,120
ILEXA4UQ442QPPAPX,1941,142.21,2026-02-15,Oil Change,195
KYCA0QECWY40MK1CG,1942,1348.75,2025-06-18,Brakes,198
XRRB26ABA9WM64ZY4,1943,111.16,2025-11-02,Tires,171
Y0EHJOR9EMAUZ2UE5,1944,137.26,2026-01-09,Oil Change,165
LB2XQSCRTETY5U0S1,1945,315.31,2026-02-17,Brakes,138
CVL2X0LTFTE5TFE6J,1946,109.5,2026-03-14,Tires,165
1TTYKMBGP0ENQIHSQ,1947,1016.15,2025-01-22,Brakes,57
F1P0VN3LJC0SE8ASP,1948,474.75,2025-05-19,Brakes,36
EKH08H3Z8ZAU23QJN,1949,121.26,2025-07-06,Oil Change,111
K7BD306S4CM46K63H,1950,154.28,2026-01-27,Oil Change,9
BOGQ4F1DD394B5G90,1951,297.21,2025-10-17,Oil Change,57
W5UL57QRK4T61NXRU,1952,340.57,2025-08-02,Oil Change,24
VM8JUQ016RXUT97FO,1953,676.32,2025-08-02,Tires,183
PWJYLCHJX6UVQEK2A,1954,231.0,2026-01-02,Oil Change,144
H7MPZCO0UDVABL5Q3,1955,710.65,2025-12-19,Tires,99
41DSAY59UZHIORT30,1956,493.7,2026-03-07,Brakes,33
W844X8LNXNX9YAS78,1957,98.06,2025-09-27,Oil Change,30
IGSUBX7MIRTKYXCY7,1958,195.3,2025-04-01,Oil Change,105
XH1AAA6TSXGSN3736,1959,291.84,2025-08-06,Oil Change,51
5I04UOTCK3HDHU8YK,1960,279.68,2025-04-27,Oil Change,117
E6SVYBP3BENLAZPYK,1961,346.45,2026-03-01,Oil Change,6
ETNPHPAOLCO9IZ43U,1962,320.97,2026-02-10,Brakes,60
EEFSAJMOQL5EN2BI3,1963,1225.5,2026-02-26,Brakes,171
1BEYNXS76YBHKHM59,1964,836.88,2026-04-10,Brakes,171
Q40DDYDQ6NC9XB9GU,1965,456.31,2025-06-18,Tires,162
OEX0JWSHCFNK6OJQ4,1966,193.89,2025-10-11,Oil Change,51
VK6UW6VUZDCZNHPJA,1967,535.56,2026-03-06,Oil Change,12
9DF6BZM60POHYZ60F,1968,609.39,2025-06-01,Tires,159
859EJZ94WMINML48A,1969,527.74,2026-01-10,Brakes,54
W1YYTQY1JG4X7TDT7,1970,211.99,2025-09-11,Oil Change,30
EIXK60EXGPD5O95H1,1971,458.97,2025-12-30,Brakes,36
PUWYMEQHMWVOXUNCU,1972,249.23,2025-10-08,Oil Change,168
ZTNFDYPAKL6OWM8PN,1973,600.59,2025-08-13,Oil Change,135
ME9V5CMV2LHK18FG1,1974,344.09,2026-01-01,Brakes,138
IUQHRIY3452V438HV,1975,277.8,2025-04-11,Brakes,30
0UGLP2VT4B24A5O34,1976,869.04,2025-04-10,Tires,15
Q5T474KJ0BU82XSV7,1977,614.66,2025-11-20,Brakes,192
I0TEX6C56LVF8OG1C,1978,221.5,2025-01-17,Tires,165
P6V0W0FYARDOH9FLG,1979,322.43,2026-01-27,Brakes,129
9WG88ZP5E3O3BHOIW,1980,752.6,2025-03-09,Brakes,135
V8WQMOIC8AS3WW7IO,1981,599.26,2025-03-07,Oil Change,63
M4VWI3PW707HL4LNA,1982,713.13,2026-02-23,Oil Change,45
UHGVE63EIN6HIY5KI,1983,1254.08,2025-06-01,Brakes,168
YGNXSJACGJKQN0GFK,1984,153.19,2025-12-15,Oil Change,63
D6X1JEU60XE2SKW43,1985,504.17,2025-07-28,Brakes,54
O7NBH101X95GV3I9T,1986,104.55,2025-08-19,Oil Change,87
SRLTFLAM9VCE03515,1987,271.61,2026-01-31,Oil Change,174
HIUGH7FMKJKAEB4B3,1988,643.34,2025-01-23,Oil Change,39
ZWBTHUQDFIC7LV9L2,1989,256.32,2025-06-16,Oil Change,165
N58EAIU0WOUDCDCQ1,1990,257.4,2026-04-04,Oil Change,168
TC975AAX1ISEFG84Q,1991,429.95,2025-09-25,Brakes,150
0IMKNYG3YGC6W8R0G,1992,238.87,2025-11-18,Oil Change,156
WNH521X7CM4B2SJPS,1993,639.99,2026-02-12,Oil Change,132
HUXWS1OAM7FKTLTOB,1994,154.9,2025-05-04,Oil Change,12
L1CANG56AQULYGYEH,1995,1003.8,2025-08-17,Brakes,174
EW6IKAD7FDPOLKBRI,1996,361.82,2025-09-26,Brakes,147
LJ6U6KUHZJ11ZG65R,1997,274.35,2025-11-26,Brakes,99
BN8VLE86QKMD1RQYM,1998,388.13,2025-10-26,Brakes,15
MV7W4TC4V9KBWQLDK,1999,501.29,2026-01-28,Brakes,75
J8LC3XVFXPZPW4HA0,2000,99.33,2026-02-02,Tires,9
